dispersion;ouverture_0;ouverture_5;ouverture_10;ouverture_15;ouverture_20;ouverture_25;ouverture_30;ouverture_35;ouverture_40;ouverture_45;ouverture_50;ouverture_55;ouverture_60;ouverture_65;ouverture_70;ouverture_75;ouverture_80;ouverture_85;ouverture_90;ouverture_95;ouverture_100
80,7;0;0,41;0,81;1,21;1,62;2,04;2,47;2,9;3,35;3,82;4,31;4,83;5,38;5,97;6,62;7,35;8,19;9,2;10,51;12,52;22,2
80,8;0;0,41;0,81;1,21;1,62;2,04;2,46;2,9;3,35;3,82;4,31;4,83;5,38;5,97;6,62;7,35;8,19;9,19;10,5;12,51;22,18
80,9;0;0,4;0,81;1,21;1,62;2,04;2,46;2,9;3,35;3,82;4,31;4,82;5,37;5,97;6,62;7,34;8,18;9,19;10,5;12,51;22,15
81;0;0,4;0,81;1,21;1,62;2,04;2,46;2,9;3,35;3,81;4,3;4,82;5,37;5,96;6,61;7,34;8,18;9,18;10,49;12,5;22,13
81,1;0;0,4;0,81;1,21;1,62;2,03;2,46;2,89;3,34;3,81;4,3;4,82;5,37;5,96;6,61;7,33;8,17;9,18;10,49;12,49;22,11
81,2;0;0,4;0,8;1,21;1,62;2,03;2,46;2,89;3,34;3,81;4,3;4,81;5,36;5,95;6,6;7,33;8,16;9,17;10,48;12,48;22,08
81,3;0;0,4;0,8;1,21;1,62;2,03;2,46;2,89;3,34;3,81;4,3;4,81;5,36;5,95;6,6;7,32;8,16;9,17;10,47;12,47;22,06
81,4;0;0,4;0,8;1,21;1,62;2,03;2,45;2,89;3,34;3,81;4,29;4,81;5,36;5,95;6,6;7,32;8,15;9,16;10,47;12,47;22,03
81,5;0;0,4;0,8;1,21;1,61;2,03;2,45;2,89;3,34;3,8;4,29;4,8;5,35;5,94;6,59;7,32;8,15;9,15;10,46;12,46;22,01
81,6;0;0,4;0,8;1,21;1,61;2,03;2,45;2,89;3,33;3,8;4,29;4,8;5,35;5,94;6,59;7,31;8,15;9,15;10,45;12,45;22,13
81,7;0;0,4;0,8;1,21;1,61;2,03;2,45;2,88;3,33;3,8;4,29;4,8;5,35;5,94;6,58;7,31;8,14;9,14;10,45;12,44;22,11
81,8;0;0,4;0,8;1,2;1,61;2,03;2,45;2,88;3,33;3,8;4,28;4,8;5,34;5,93;6,58;7,3;8,14;9,14;10,44;12,44;22,09
81,9;0;0,4;0,8;1,2;1,61;2,02;2,45;2,88;3,33;3,79;4,28;4,79;5,34;5,93;6,58;7,3;8,13;9,13;10,43;12,43;22,07
82;0;0,4;0,8;1,2;1,61;2,02;2,45;2,88;3,33;3,79;4,28;4,79;5,34;5,93;6,57;7,29;8,13;9,13;10,43;12,42;22,05
82,1;0;0,4;0,8;1,2;1,61;2,02;2,44;2,88;3,32;3,79;4,27;4,79;5,33;5,92;6,57;7,29;8,12;9,12;10,42;12,41;22,03
82,2;0;0,4;0,8;1,2;1,61;2,02;2,44;2,88;3,32;3,79;4,27;4,78;5,33;5,92;6,56;7,28;8,12;9,12;10,41;12,41;22,01
82,3;0;0,4;0,8;1,2;1,61;2,02;2,44;2,87;3,32;3,78;4,27;4,78;5,33;5,91;6,56;7,28;8,11;9,11;10,41;12,4;21,98
82,4;0;0,4;0,8;1,2;1,61;2,02;2,44;2,87;3,32;3,78;4,27;4,78;5,32;5,91;6,56;7,28;8,11;9,1;10,4;12,39;21,96
82,5;0;0,4;0,8;1,2;1,6;2,02;2,44;2,87;3,32;3,78;4,26;4,78;5,32;5,91;6,55;7,27;8,1;9,1;10,4;12,38;21,94
82,6;0;0,4;0,8;1,2;1,6;2,02;2,44;2,87;3,31;3,78;4,26;4,77;5,32;5,9;6,55;7,27;8,1;9,09;10,39;12,38;21,92
82,7;0;0,4;0,8;1,2;1,6;2,01;2,44;2,87;3,31;3,78;4,26;4,77;5,31;5,9;6,54;7,26;8,09;9,09;10,38;12,37;21,89
82,8;0;0,4;0,8;1,2;1,6;2,01;2,43;2,87;3,31;3,77;4,26;4,77;5,31;5,9;6,54;7,26;8,09;9,08;10,38;12,36;21,87
82,9;0;0,4;0,8;1,2;1,6;2,01;2,43;2,86;3,31;3,77;4,25;4,76;5,31;5,89;6,54;7,25;8,08;9,08;10,37;12,35;21,85
83;0;0,4;0,8;1,2;1,6;2,01;2,43;2,86;3,31;3,77;4,25;4,76;5,3;5,89;6,53;7,25;8,08;9,07;10,36;12,34;21,82
83,1;0;0,4;0,8;1,19;1,6;2,01;2,43;2,86;3,3;3,77;4,25;4,76;5,3;5,89;6,53;7,24;8,07;9,06;10,36;12,34;21,8
83,2;0;0,4;0,8;1,19;1,6;2,01;2,43;2,86;3,3;3,76;4,25;4,76;5,3;5,88;6,52;7,24;8,07;9,06;10,35;12,33;21,77
83,3;0;0,4;0,79;1,19;1,6;2,01;2,43;2,86;3,3;3,76;4,24;4,75;5,29;5,88;6,52;7,24;8,06;9,05;10,35;12,32;21,9
83,4;0;0,4;0,79;1,19;1,6;2,01;2,42;2,85;3,3;3,76;4,24;4,75;5,29;5,88;6,52;7,23;8,06;9,05;10,34;12,32;21,88
83,5;0;0,4;0,79;1,19;1,6;2;2,42;2,85;3,3;3,76;4,24;4,75;5,29;5,87;6,51;7,23;8,05;9,04;10,33;12,31;21,86
83,6;0;0,4;0,79;1,19;1,59;2;2,42;2,85;3,29;3,75;4,24;4,74;5,29;5,87;6,51;7,22;8,05;9,04;10,33;12,3;21,84
83,7;0;0,4;0,79;1,19;1,59;2;2,42;2,85;3,29;3,75;4,23;4,74;5,28;5,87;6,5;7,22;8,04;9,03;10,32;12,29;21,82
83,8;0;0,4;0,79;1,19;1,59;2;2,42;2,85;3,29;3,75;4,23;4,74;5,28;5,86;6,5;7,21;8,04;9,03;10,31;12,29;21,8
83,9;0;0,4;0,79;1,19;1,59;2;2,42;2,85;3,29;3,75;4,23;4,74;5,28;5,86;6,5;7,21;8,03;9,02;10,31;12,28;21,78
84;0;0,4;0,79;1,19;1,59;2;2,42;2,84;3,29;3,75;4,23;4,73;5,27;5,85;6,49;7,21;8,03;9,02;10,3;12,27;21,75
84,1;0;0,4;0,79;1,19;1,59;2;2,41;2,84;3,28;3,74;4,22;4,73;5,27;5,85;6,49;7,2;8,02;9,01;10,3;12,26;21,73
84,2;0;0,4;0,79;1,19;1,59;2;2,41;2,84;3,28;3,74;4,22;4,73;5,27;5,85;6,48;7,2;8,02;9,01;10,29;12,26;21,71
84,3;0;0,4;0,79;1,19;1,59;2;2,41;2,84;3,28;3,74;4,22;4,72;5,26;5,84;6,48;7,19;8,01;9;10,28;12,25;21,69
84,4;0;0,4;0,79;1,19;1,59;1,99;2,41;2,84;3,28;3,74;4,22;4,72;5,26;5,84;6,48;7,19;8,01;8,99;10,28;12,24;21,66
84,5;0;0,4;0,79;1,18;1,59;1,99;2,41;2,84;3,28;3,73;4,21;4,72;5,26;5,84;6,47;7,18;8;8,99;10,27;12,23;21,64
84,6;0;0,4;0,79;1,18;1,58;1,99;2,41;2,83;3,27;3,73;4,21;4,72;5,25;5,83;6,47;7,18;8;8,98;10,26;12,23;21,62
84,7;0;0,4;0,79;1,18;1,58;1,99;2,41;2,83;3,27;3,73;4,21;4,71;5,25;5,83;6,47;7,18;7,99;8,98;10,26;12,22;21,59
84,8;0;0,4;0,79;1,18;1,58;1,99;2,4;2,83;3,27;3,73;4,21;4,71;5,25;5,83;6,46;7,17;7,99;8,97;10,25;12,21;21,57
84,9;0;0,4;0,79;1,18;1,58;1,99;2,4;2,83;3,27;3,73;4,2;4,71;5,24;5,82;6,46;7,17;7,98;8,97;10,25;12,2;21,55
85;0;0,4;0,79;1,18;1,58;1,99;2,4;2,83;3,27;3,72;4,2;4,7;5,24;5,82;6,45;7,16;7,98;8,96;10,24;12,2;21,67
85,1;0;0,39;0,79;1,18;1,58;1,99;2,4;2,83;3,27;3,72;4,2;4,7;5,24;5,82;6,45;7,16;7,98;8,96;10,24;12,19;21,65
85,2;0;0,39;0,79;1,18;1,58;1,98;2,4;2,82;3,26;3,72;4,2;4,7;5,24;5,81;6,45;7,15;7,97;8,95;10,23;12,18;21,63
85,3;0;0,39;0,79;1,18;1,58;1,98;2,4;2,82;3,26;3,72;4,19;4,7;5,23;5,81;6,44;7,15;7,97;8,95;10,22;12,18;21,61
85,4;0;0,39;0,78;1,18;1,58;1,98;2,4;2,82;3,26;3,71;4,19;4,69;5,23;5,81;6,44;7,15;7,96;8,94;10,22;12,17;21,59
85,5;0;0,39;0,78;1,18;1,58;1,98;2,39;2,82;3,26;3,71;4,19;4,69;5,23;5,8;6,43;7,14;7,96;8,94;10,21;12,16;21,57
85,6;0;0,39;0,78;1,18;1,58;1,98;2,39;2,82;3,26;3,71;4,19;4,69;5,22;5,8;6,43;7,14;7,95;8,93;10,2;12,16;21,55
85,7;0;0,39;0,78;1,18;1,57;1,98;2,39;2,82;3,25;3,71;4,18;4,69;5,22;5,8;6,43;7,13;7,95;8,93;10,2;12,15;21,53
85,8;0;0,39;0,78;1,18;1,57;1,98;2,39;2,81;3,25;3,71;4,18;4,68;5,22;5,79;6,42;7,13;7,94;8,92;10,19;12,14;21,51
85,9;0;0,39;0,78;1,18;1,57;1,98;2,39;2,81;3,25;3,7;4,18;4,68;5,21;5,79;6,42;7,13;7,94;8,92;10,19;12,13;21,49
86;0;0,39;0,78;1,17;1,57;1,98;2,39;2,81;3,25;3,7;4,18;4,68;5,21;5,79;6,42;7,12;7,93;8,91;10,18;12,13;21,46
86,1;0;0,39;0,78;1,17;1,57;1,97;2,39;2,81;3,25;3,7;4,17;4,67;5,21;5,78;6,41;7,12;7,93;8,91;10,17;12,12;21,44
86,2;0;0,39;0,78;1,17;1,57;1,97;2,39;2,81;3,24;3,7;4,17;4,67;5,2;5,78;6,41;7,11;7,92;8,9;10,17;12,11;21,42
86,3;0;0,39;0,78;1,17;1,57;1,97;2,38;2,81;3,24;3,7;4,17;4,67;5,2;5,78;6,4;7,11;7,92;8,89;10,16;12,1;21,4
86,4;0;0,39;0,78;1,17;1,57;1,97;2,38;2,8;3,24;3,69;4,17;4,67;5,2;5,77;6,4;7,1;7,91;8,89;10,16;12,1;21,37
86,5;0;0,39;0,78;1,17;1,57;1,97;2,38;2,8;3,24;3,69;4,16;4,66;5,2;5,77;6,4;7,1;7,91;8,88;10,15;12,09;21,35
86,6;0;0,39;0,78;1,17;1,57;1,97;2,38;2,8;3,24;3,69;4,16;4,66;5,19;5,77;6,39;7,1;7,9;8,88;10,14;12,08;21,33
86,7;0;0,39;0,78;1,17;1,57;1,97;2,38;2,8;3,24;3,69;4,16;4,66;5,19;5,76;6,39;7,09;7,9;8,87;10,14;12,08;21,45
86,8;0;0,39;0,78;1,17;1,56;1,97;2,38;2,8;3,23;3,68;4,16;4,66;5,19;5,76;6,39;7,09;7,9;8,87;10,13;12,07;21,43
86,9;0;0,39;0,78;1,17;1,56;1,97;2,38;2,8;3,23;3,68;4,15;4,65;5,18;5,76;6,38;7,08;7,89;8,86;10,13;12,06;21,41
87;0;0,39;0,78;1,17;1,56;1,96;2,37;2,8;3,23;3,68;4,15;4,65;5,18;5,75;6,38;7,08;7,89;8,86;10,12;12,06;21,39
87,1;0;0,39;0,78;1,17;1,56;1,96;2,37;2,79;3,23;3,68;4,15;4,65;5,18;5,75;6,38;7,08;7,88;8,85;10,12;12,05;21,37
87,2;0;0,39;0,78;1,17;1,56;1,96;2,37;2,79;3,23;3,68;4,15;4,64;5,17;5,75;6,37;7,07;7,88;8,85;10,11;12,04;21,35
87,3;0;0,39;0,78;1,17;1,56;1,96;2,37;2,79;3,22;3,67;4,15;4,64;5,17;5,74;6,37;7,07;7,87;8,84;10,1;12,04;21,33
87,4;0;0,39;0,78;1,17;1,56;1,96;2,37;2,79;3,22;3,67;4,14;4,64;5,17;5,74;6,36;7,06;7,87;8,84;10,1;12,03;21,31
87,5;0;0,39;0,78;1,16;1,56;1,96;2,37;2,79;3,22;3,67;4,14;4,64;5,17;5,74;6,36;7,06;7,86;8,83;10,09;12,02;21,29
87,6;0;0,39;0,77;1,16;1,56;1,96;2,37;2,79;3,22;3,67;4,14;4,63;5,16;5,73;6,36;7,06;7,86;8,83;10,09;12,01;21,27
87,7;0;0,39;0,77;1,16;1,56;1,96;2,36;2,78;3,22;3,67;4,14;4,63;5,16;5,73;6,35;7,05;7,86;8,82;10,08;12,01;21,25
87,8;0;0,39;0,77;1,16;1,56;1,96;2,36;2,78;3,21;3,66;4,13;4,63;5,16;5,73;6,35;7,05;7,85;8,82;10,07;12;21,23
87,9;0;0,39;0,77;1,16;1,55;1,95;2,36;2,78;3,21;3,66;4,13;4,63;5,15;5,72;6,35;7,04;7,85;8,81;10,07;11,99;21,2
88;0;0,39;0,77;1,16;1,55;1,95;2,36;2,78;3,21;3,66;4,13;4,62;5,15;5,72;6,34;7,04;7,84;8,81;10,06;11,99;21,18
88,1;0;0,39;0,77;1,16;1,55;1,95;2,36;2,78;3,21;3,66;4,13;4,62;5,15;5,72;6,34;7,04;7,84;8,8;10,06;11,98;21,16
88,2;0;0,39;0,77;1,16;1,55;1,95;2,36;2,78;3,21;3,66;4,12;4,62;5,14;5,71;6,33;7,03;7,83;8,8;10,05;11,97;21,14
88,3;0;0,39;0,77;1,16;1,55;1,95;2,36;2,77;3,21;3,65;4,12;4,62;5,14;5,71;6,33;7,03;7,83;8,79;10,05;11,97;21,11
88,4;0;0,39;0,77;1,16;1,55;1,95;2,36;2,77;3,2;3,65;4,12;4,61;5,14;5,71;6,33;7,02;7,82;8,79;10,04;11,96;21,24
88,5;0;0,39;0,77;1,16;1,55;1,95;2,35;2,77;3,2;3,65;4,12;4,61;5,14;5,7;6,32;7,02;7,82;8,78;10,04;11,95;21,22
88,6;0;0,39;0,77;1,16;1,55;1,95;2,35;2,77;3,2;3,65;4,11;4,61;5,13;5,7;6,32;7,02;7,82;8,78;10,03;11,95;21,2
88,7;0;0,39;0,77;1,16;1,55;1,95;2,35;2,77;3,2;3,65;4,11;4,61;5,13;5,7;6,32;7,01;7,81;8,77;10,02;11,94;21,18
88,8;0;0,39;0,77;1,16;1,55;1,94;2,35;2,77;3,2;3,64;4,11;4,6;5,13;5,69;6,31;7,01;7,81;8,77;10,02;11,93;21,16
88,9;0;0,39;0,77;1,16;1,55;1,94;2,35;2,76;3,19;3,64;4,11;4,6;5,12;5,69;6,31;7;7,8;8,76;10,01;11,93;21,14
89;0;0,39;0,77;1,15;1,55;1,94;2,35;2,76;3,19;3,64;4,11;4,6;5,12;5,69;6,31;7;7,8;8,76;10,01;11,92;21,12
89,1;0;0,39;0,77;1,15;1,54;1,94;2,35;2,76;3,19;3,64;4,1;4,59;5,12;5,68;6,3;7;7,79;8,75;10;11,91;21,1
89,2;0;0,39;0,77;1,15;1,54;1,94;2,34;2,76;3,19;3,63;4,1;4,59;5,12;5,68;6,3;6,99;7,79;8,75;10;11,91;21,08
89,3;0;0,39;0,77;1,15;1,54;1,94;2,34;2,76;3,19;3,63;4,1;4,59;5,11;5,68;6,3;6,99;7,78;8,74;9,99;11,9;21,06
89,4;0;0,39;0,77;1,15;1,54;1,94;2,34;2,76;3,19;3,63;4,1;4,59;5,11;5,67;6,29;6,98;7,78;8,74;9,98;11,89;21,04
89,5;0;0,39;0,77;1,15;1,54;1,94;2,34;2,76;3,18;3,63;4,09;4,58;5,11;5,67;6,29;6,98;7,78;8,73;9,98;11,89;21,02
89,6;0;0,38;0,77;1,15;1,54;1,94;2,34;2,75;3,18;3,63;4,09;4,58;5,1;5,67;6,29;6,98;7,77;8,73;9,97;11,88;21
89,7;0;0,38;0,77;1,15;1,54;1,93;2,34;2,75;3,18;3,62;4,09;4,58;5,1;5,66;6,28;6,97;7,77;8,72;9,97;11,87;20,97
89,8;0;0,38;0,77;1,15;1,54;1,93;2,34;2,75;3,18;3,62;4,09;4,58;5,1;5,66;6,28;6,97;7,76;8,72;9,96;11,86;20,95
89,9;0;0,38;0,76;1,15;1,54;1,93;2,34;2,75;3,18;3,62;4,08;4,57;5,1;5,66;6,27;6,96;7,76;8,71;9,96;11,86;20,93
90;0;0,38;0,76;1,15;1,54;1,93;2,33;2,75;3,17;3,62;4,08;4,57;5,09;5,66;6,27;6,96;7,75;8,71;9,95;11,85;20,91
90,1;0;0,38;0,76;1,15;1,54;1,93;2,33;2,75;3,17;3,62;4,08;4,57;5,09;5,65;6,27;6,96;7,75;8,7;9,95;11,85;21,03
90,2;0;0,38;0,76;1,15;1,53;1,93;2,33;2,74;3,17;3,61;4,08;4,57;5,09;5,65;6,26;6,95;7,75;8,7;9,94;11,84;21,01
90,3;0;0,38;0,76;1,15;1,53;1,93;2,33;2,74;3,17;3,61;4,08;4,56;5,08;5,65;6,26;6,95;7,74;8,7;9,93;11,83;20,99
90,4;0;0,38;0,76;1,15;1,53;1,93;2,33;2,74;3,17;3,61;4,07;4,56;5,08;5,64;6,26;6,94;7,74;8,69;9,93;11,83;20,98
90,5;0;0,38;0,76;1,14;1,53;1,93;2,33;2,74;3,17;3,61;4,07;4,56;5,08;5,64;6,25;6,94;7,73;8,69;9,92;11,82;20,96
90,6;0;0,38;0,76;1,14;1,53;1,92;2,33;2,74;3,16;3,61;4,07;4,56;5,08;5,64;6,25;6,94;7,73;8,68;9,92;11,81;20,94
90,7;0;0,38;0,76;1,14;1,53;1,92;2,33;2,74;3,16;3,6;4,07;4,55;5,07;5,63;6,25;6,93;7,72;8,68;9,91;11,81;20,92
90,8;0;0,38;0,76;1,14;1,53;1,92;2,32;2,74;3,16;3,6;4,06;4,55;5,07;5,63;6,24;6,93;7,72;8,67;9,91;11,8;20,9
90,9;0;0,38;0,76;1,14;1,53;1,92;2,32;2,73;3,16;3,6;4,06;4,55;5,07;5,63;6,24;6,93;7,72;8,67;9,9;11,79;20,88
91;0;0,38;0,76;1,14;1,53;1,92;2,32;2,73;3,16;3,6;4,06;4,55;5,06;5,62;6,24;6,92;7,71;8,66;9,9;11,79;20,86
91,1;0;0,38;0,76;1,14;1,53;1,92;2,32;2,73;3,16;3,6;4,06;4,54;5,06;5,62;6,23;6,92;7,71;8,66;9,89;11,78;20,84
91,2;0;0,38;0,76;1,14;1,53;1,92;2,32;2,73;3,15;3,59;4,06;4,54;5,06;5,62;6,23;6,91;7,7;8,65;9,88;11,77;20,82
91,3;0;0,38;0,76;1,14;1,53;1,92;2,32;2,73;3,15;3,59;4,05;4,54;5,06;5,61;6,23;6,91;7,7;8,65;9,88;11,77;20,79
91,4;0;0,38;0,76;1,14;1,52;1,92;2,32;2,73;3,15;3,59;4,05;4,54;5,05;5,61;6,22;6,91;7,69;8,64;9,87;11,76;20,77
91,5;0;0,38;0,76;1,14;1,52;1,92;2,31;2,73;3,15;3,59;4,05;4,53;5,05;5,61;6,22;6,9;7,69;8,64;9,87;11,75;20,75
91,6;0;0,38;0,76;1,14;1,52;1,91;2,31;2,72;3,15;3,59;4,05;4,53;5,05;5,61;6,22;6,9;7,69;8,63;9,86;11,75;20,73
91,7;0;0,38;0,76;1,14;1,52;1,91;2,31;2,72;3,15;3,58;4,04;4,53;5,05;5,6;6,21;6,89;7,68;8,63;9,86;11,74;20,7
91,8;0;0,38;0,76;1,14;1,52;1,91;2,31;2,72;3,14;3,58;4,04;4,53;5,04;5,6;6,21;6,89;7,68;8,62;9,85;11,74;20,83
91,9;0;0,38;0,76;1,14;1,52;1,91;2,31;2,72;3,14;3,58;4,04;4,52;5,04;5,6;6,21;6,89;7,67;8,62;9,85;11,73;20,81
92;0;0,38;0,76;1,14;1,52;1,91;2,31;2,72;3,14;3,58;4,04;4,52;5,04;5,59;6,2;6,88;7,67;8,61;9,84;11,72;20,79
92,1;0;0,38;0,76;1,14;1,52;1,91;2,31;2,72;3,14;3,58;4,04;4,52;5,03;5,59;6,2;6,88;7,66;8,61;9,84;11,72;20,78
92,2;0;0,38;0,76;1,13;1,52;1,91;2,31;2,71;3,14;3,58;4,03;4,52;5,03;5,59;6,2;6,88;7,66;8,6;9,83;11,71;20,76
92,3;0;0,38;0,76;1,13;1,52;1,91;2,3;2,71;3,14;3,57;4,03;4,51;5,03;5,58;6,19;6,87;7,66;8,6;9,83;11,7;20,74
92,4;0;0,38;0,75;1,13;1,52;1,91;2,3;2,71;3,13;3,57;4,03;4,51;5,03;5,58;6,19;6,87;7,65;8,6;9,82;11,7;20,72
92,5;0;0,38;0,75;1,13;1,52;1,9;2,3;2,71;3,13;3,57;4,03;4,51;5,02;5,58;6,19;6,87;7,65;8,59;9,81;11,69;20,7
92,6;0;0,38;0,75;1,13;1,51;1,9;2,3;2,71;3,13;3,57;4,02;4,51;5,02;5,58;6,18;6,86;7,64;8,59;9,81;11,68;20,68
92,7;0;0,38;0,75;1,13;1,51;1,9;2,3;2,71;3,13;3,57;4,02;4,5;5,02;5,57;6,18;6,86;7,64;8,58;9,8;11,68;20,66
92,8;0;0,38;0,75;1,13;1,51;1,9;2,3;2,71;3,13;3,56;4,02;4,5;5,02;5,57;6,18;6,85;7,64;8,58;9,8;11,67;20,64
92,9;0;0,38;0,75;1,13;1,51;1,9;2,3;2,7;3,12;3,56;4,02;4,5;5,01;5,57;6,17;6,85;7,63;8,57;9,79;11,66;20,62
93;0;0,38;0,75;1,13;1,51;1,9;2,3;2,7;3,12;3,56;4,02;4,5;5,01;5,56;6,17;6,85;7,63;8,57;9,79;11,66;20,6
93,1;0;0,38;0,75;1,13;1,51;1,9;2,29;2,7;3,12;3,56;4,01;4,49;5,01;5,56;6,17;6,84;7,62;8,56;9,78;11,65;20,58
93,2;0;0,38;0,75;1,13;1,51;1,9;2,29;2,7;3,12;3,56;4,01;4,49;5;5,56;6,16;6,84;7,62;8,56;9,78;11,64;20,55
93,3;0;0,38;0,75;1,13;1,51;1,9;2,29;2,7;3,12;3,55;4,01;4,49;5;5,55;6,16;6,84;7,61;8,55;9,77;11,64;20,53
93,4;0;0,38;0,75;1,13;1,51;1,9;2,29;2,7;3,12;3,55;4,01;4,49;5;5,55;6,16;6,83;7,61;8,55;9,77;11,63;20,51
93,5;0;0,38;0,75;1,13;1,51;1,89;2,29;2,7;3,11;3,55;4,01;4,49;5;5,55;6,15;6,83;7,61;8,54;9,76;11,63;20,64
93,6;0;0,38;0,75;1,13;1,51;1,89;2,29;2,69;3,11;3,55;4;4,48;4,99;5,55;6,15;6,82;7,6;8,54;9,76;11,62;20,62
93,7;0;0,38;0,75;1,13;1,51;1,89;2,29;2,69;3,11;3,55;4;4,48;4,99;5,54;6,15;6,82;7,6;8,54;9,75;11,62;20,6
93,8;0;0,38;0,75;1,12;1,5;1,89;2,29;2,69;3,11;3,54;4;4,48;4,99;5,54;6,14;6,82;7,59;8,53;9,75;11,61;20,58
93,9;0;0,38;0,75;1,12;1,5;1,89;2,29;2,69;3,11;3,54;4;4,48;4,99;5,54;6,14;6,81;7,59;8,53;9,74;11,6;20,56
94;0;0,38;0,75;1,12;1,5;1,89;2,28;2,69;3,11;3,54;3,99;4,47;4,98;5,53;6,14;6,81;7,59;8,52;9,74;11,6;20,54
94,1;0;0,38;0,75;1,12;1,5;1,89;2,28;2,69;3,1;3,54;3,99;4,47;4,98;5,53;6,13;6,81;7,58;8,52;9,73;11,59;20,53
94,2;0;0,38;0,75;1,12;1,5;1,89;2,28;2,69;3,1;3,54;3,99;4,47;4,98;5,53;6,13;6,8;7,58;8,51;9,73;11,58;20,51
94,3;0;0,38;0,75;1,12;1,5;1,89;2,28;2,68;3,1;3,53;3,99;4,47;4,98;5,52;6,13;6,8;7,57;8,51;9,72;11,58;20,49
94,4;0;0,38;0,75;1,12;1,5;1,89;2,28;2,68;3,1;3,53;3,99;4,46;4,97;5,52;6,12;6,8;7,57;8,5;9,71;11,57;20,47
94,5;0;0,37;0,75;1,12;1,5;1,88;2,28;2,68;3,1;3,53;3,98;4,46;4,97;5,52;6,12;6,79;7,57;8,5;9,71;11,56;20,45
94,6;0;0,37;0,75;1,12;1,5;1,88;2,28;2,68;3,1;3,53;3,98;4,46;4,97;5,52;6,12;6,79;7,56;8,49;9,7;11,56;20,43
94,7;0;0,37;0,75;1,12;1,5;1,88;2,28;2,68;3,1;3,53;3,98;4,46;4,96;5,51;6,11;6,78;7,56;8,49;9,7;11,55;20,41
94,8;0;0,37;0,75;1,12;1,5;1,88;2,27;2,68;3,09;3,53;3,98;4,45;4,96;5,51;6,11;6,78;7,55;8,48;9,69;11,55;20,39
94,9;0;0,37;0,74;1,12;1,5;1,88;2,27;2,68;3,09;3,52;3,98;4,45;4,96;5,51;6,11;6,78;7,55;8,48;9,69;11,54;20,36
95;0;0,37;0,74;1,12;1,5;1,88;2,27;2,67;3,09;3,52;3,97;4,45;4,96;5,5;6,1;6,77;7,55;8,48;9,68;11,53;20,34
95,1;0;0,37;0,74;1,12;1,49;1,88;2,27;2,67;3,09;3,52;3,97;4,45;4,95;5,5;6,1;6,77;7,54;8,47;9,68;11,53;20,32
95,2;0;0,37;0,74;1,12;1,49;1,88;2,27;2,67;3,09;3,52;3,97;4,45;4,95;5,5;6,1;6,77;7,54;8,47;9,67;11,52;20,45
95,3;0;0,37;0,74;1,12;1,49;1,88;2,27;2,67;3,09;3,52;3,97;4,44;4,95;5,5;6,09;6,76;7,53;8,46;9,67;11,52;20,43
95,4;0;0,37;0,74;1,12;1,49;1,88;2,27;2,67;3,08;3,51;3,97;4,44;4,95;5,49;6,09;6,76;7,53;8,46;9,66;11,51;20,41
95,5;0;0,37;0,74;1,11;1,49;1,87;2,27;2,67;3,08;3,51;3,96;4,44;4,94;5,49;6,09;6,76;7,53;8,45;9,66;11,5;20,39
95,6;0;0,37;0,74;1,11;1,49;1,87;2,26;2,67;3,08;3,51;3,96;4,44;4,94;5,49;6,08;6,75;7,52;8,45;9,65;11,5;20,38
95,7;0;0,37;0,74;1,11;1,49;1,87;2,26;2,66;3,08;3,51;3,96;4,43;4,94;5,48;6,08;6,75;7,52;8,45;9,65;11,49;20,36
95,8;0;0,37;0,74;1,11;1,49;1,87;2,26;2,66;3,08;3,51;3,96;4,43;4,94;5,48;6,08;6,75;7,51;8,44;9,64;11,49;20,34
95,9;0;0,37;0,74;1,11;1,49;1,87;2,26;2,66;3,08;3,51;3,95;4,43;4,93;5,48;6,07;6,74;7,51;8,44;9,64;11,48;20,32
96;0;0,37;0,74;1,11;1,49;1,87;2,26;2,66;3,07;3,5;3,95;4,43;4,93;5,48;6,07;6,74;7,51;8,43;9,63;11,47;20,3
96,1;0;0,37;0,74;1,11;1,49;1,87;2,26;2,66;3,07;3,5;3,95;4,42;4,93;5,47;6,07;6,74;7,5;8,43;9,63;11,47;20,28
96,2;0;0,37;0,74;1,11;1,49;1,87;2,26;2,66;3,07;3,5;3,95;4,42;4,93;5,47;6,07;6,73;7,5;8,42;9,62;11,46;20,26
96,3;0;0,37;0,74;1,11;1,49;1,87;2,26;2,66;3,07;3,5;3,95;4,42;4,92;5,47;6,06;6,73;7,49;8,42;9,62;11,46;20,24
96,4;0;0,37;0,74;1,11;1,48;1,87;2,26;2,66;3,07;3,5;3,94;4,42;4,92;5,46;6,06;6,72;7,49;8,41;9,61;11,45;20,22
96,5;0;0,37;0,74;1,11;1,48;1,86;2,25;2,65;3,07;3,49;3,94;4,41;4,92;5,46;6,06;6,72;7,49;8,41;9,61;11,44;20,2
96,6;0;0,37;0,74;1,11;1,48;1,86;2,25;2,65;3,06;3,49;3,94;4,41;4,92;5,46;6,05;6,72;7,48;8,4;9,6;11,44;20,18
96,7;0;0,37;0,74;1,11;1,48;1,86;2,25;2,65;3,06;3,49;3,94;4,41;4,91;5,46;6,05;6,71;7,48;8,4;9,6;11,43;20,16
96,8;0;0,37;0,74;1,11;1,48;1,86;2,25;2,65;3,06;3,49;3,94;4,41;4,91;5,45;6,05;6,71;7,48;8,4;9,59;11,42;20,14
